review_id,user_id,business_id,stars,useful,funny,cool,text,word_count,date,elite,average
_BARtjo6oiC6kRQt7pEWjg,Xr5ceZ5Gq7cc8YuyLYz2bA,_2o8c8SqTaCvhHi7K1HqhA,4,1,0,0,"This is always a must visit on First Fridays. There are always interesting pieces here.

It's an open & tall gallery, but they put up partitions to hold more.

The art is even ""live"" sometimes.",35,4/5/2010 10:55,TRUE,0.073567368
_bGP0X0KgQwvQdG5xKXd7w,-73QalI4iMTK0LvOhHEsVg,_6KeQG5LVVLFvvXkoLZITQ,5,0,0,0,"Wonderful work on my daughters homecoming dress. Absolutely perfect alterations. Completed the work on time as promised. A fair price, and she also makes custom order dresses. I highly recommend her.",31,10/10/2016 20:14,FALSE,0.040155154
_CCXE6rCH-7cfzN955_YoQ,aOPijKnBFUBCFEwZQ2BIBA,__G0Ug3CK2yCDdQLYpd0ww,2,5,0,0,"Je suis passée y faire un tour sur un coup de tête avec une amie qui est une habituée. L'agencement est vraiment joli, les bars à ongles sont formés en rond ce qui permet que tout le monde peut discuter ensemble. Franchement, en arrivant je me suis dit : oh c'est magnifique ça doit être des pros ! 

Mais arrivée, on ne m'a pas salué, tout de suite, on me dit : acrylique or gel ?
 J'ai trouvé ça un peu froid. De plus, les filles ne comprennent pas le français. Je me suis assise, un homme s'est occupé de mes ongles. 

Je lui ai montré une photo de la forme que je souhaitai (qui ne ressemble d'ailleurs pas au résultat final). Il a fait mes ongles très vite (en 30 min). Au final, je les trouve très épais et il a mis le gel assez loin de mes cuticules, ce qui va m'obliger de faire un remplissage dans deux semaines max. 

Cela fait 5 jours que j'ai mes ongles : Un s'est déjà fissuré... 

Pour finir : 58$

Je ne vous recommande pas cette place.",186,6/2/2017 19:38,TRUE,0.067604097
_CmGL5KP-5PqBuaLnn8THg,Mvme4-cK3hACIiSXQr39Sg,_Dr65MLXgVu5hOqSI6pcFg,5,1,0,0,"I love this place!  The food is wonderful and the staff are great.  We have made at least 6 purchases since this place opened before Christmas.

I am pleased they chose my neighbourhood to open this restaurant!!",37,2/2/2017 21:31,FALSE,0.030347764
_d__VhGIg1gx2h-6XAcxyQ,wkj9DxHwpc0FAg40Ijs2fA,_EYlpKfa37nInhGoLbhz5A,5,0,0,1,"They spot-welded cells in my electric bike battery pack while I waited. Then charged me LESS than I would have guessed their hourly rate was (I'm accustomed to being charged more than what I think a shop's hourly rate should be.  Price Range below is my experience, YMMV.

While there, they helped several customers on the phone as well as (of course) the walkins. One recurring theme; know the model # of your laptop (or other battery powered appliance).",79,7/2/2015 17:27,FALSE,0.058919537
_dkJsGXiQDEO6crA1qDBaA,mSo1pFw-61xgQ0VoHs_gbA,_7YEFpw3p2yoThs4r-cqDQ,1,0,0,0,"To respond to Ashley's lies, my salon visits were days apart, not 5 weeks. My only rave review was for the stylist that fixed my hair after Ashley's two botched dye jobs. I had been in tear due to the horrific look i was given. I was getting ready to meet with the governor and needed my hair to not look like a freak show before i met with him. I was promised the own would get my hair back to the original blonde color that Ashley spent the whole time bashing telling me blonde was so out of style and looked bad. Look at the pictures, you tell me if that looks blond or baliage?

Quite possibly one of the worst long experiences of my life went in for Baliage tohelp even out an all over color ended up leaving looking like a striped skunk with red and black stripes in my hair which were not the colors that I asked for my hair was cut very unevenly unprofessionally I later found out that the Stylist with was an apprentice an had no experience in Baliage. had I known I would never have let her touch my hair. She had the front desk girl mixing dyes for her which I'm certain she was not trained to do so. I came back for a second time and the stylist promised she could fix my hair and again my hair looks worse it was actually darker and none of the lighter blonde which I wanted and ended up close to being a brown color I finally complained and asked for another stylist the other stylist was able to get my hair to the point where it was presentable enough to go in public again but was not able to return me to my original blonde because of all the black and red that the first Stylist put my hair I was told I would need to come back another time to get my hair back to blonde. I finally asked to have the owner fix my hair and made an appointment when I came in to see the owner to get my hair back to the original blonde from the brown and weird colors that were in it she told me that she was going to charge me to fix their mistakes so now I have hair that is not the color that I wanted when I came in, it's damaged from the over processing, and uneven haircut. The salon is unprofessional and I could've gotten a better color from the beauty school student.",433,5/25/2016 15:02,FALSE,0.13216563
_DlSqd0BrAky0VBGvmaRfQ,vGZjOiKqNunNBIOFxlBFGw,_a1ywocs7KuGGfpY5DUlXA,4,0,0,0,"Been here twice already. Once for dinner and once for drinks. For dinner I had the beef pie. Was delicious. Would have it again. I asked for extra gravy for the pudding and it was delicious. 
For drinks, the service wasn't as great as dinner service. I had asked for a virgin cocktail but they gave me alcohol instead. Waitress was also not as attentive. Would love to see a yelp check in special. Hoping this place sticks around. Food looks great. Will likely be in tonight for the raptors game.",91,4/20/2018 17:03,FALSE,0.062526038
_elU2RYYJ5CmWmDyKvF2_g,AwIALO3UyrAzVW4DgkWtVw,_F0dy8tN5AwSP9k-LUBgKw,5,1,1,1,"I picked Dr. Feeman after researching him and his interest in sighthounds.  From our very first visit to the last Dr. Feeman was very personable.  He would often call after hours and on weekends to discuss blood work and tests.  In the last month of our dog's life, it was discovered that our dog had cancer throughout her body. Dr, Feeman did not ""guilt"" us into trying expensive treatments.  He helped us through a difficult decision.  I have had to euthanize pets before, always difficult.  The experience with Dr. Feeman was by far the best. At no time did our dog leave our sight.  (Other places they would take our pet in the back, insert an IV, bring them back into the room and administer the final injection.)  Dr. Feeman gave our dog a shot and told us she would go off to dreamland.  He then left us there with her.  We held her until she drifted off to sleep.  We were to tell them when we were ready for him to come back in for the final shot.  At no time did we feel rushed or unsupported through the process.  A huge thank you to Dr. Feeman and his staff for all the care they provided our dog Bella.",210,8/16/2018 14:21,FALSE,0.096713957
_eXcgirZarOimgLAOC4Diw,jkbh7t2YwjtUxZ_hrZVCVA,_cXlOx98RAJlQq0idHQHEg,5,2,0,0,I have my cat groomed at Pet Club and have been very pleased.  Their groomer is very gentle and loving to the animals.  Mz Pickles comes home with no clipper marks.  Neither does she itch from the products used.  She cleans her ears and does the anal glands.  I highly recommend Pet Club,53,8/22/2015 16:58,FALSE,0.068483043
_FaalTVIU2ebFrnVDSldwQ,6gLVfgZARO8wRXwNLcN6vg,__IsqCZAF9YTcvKPKj2dZg,1,5,0,0,Just went in to get some ideas and get a few photos but the sales lady said I could not take pics they were privacy  rights ... ? Never heard  of that so I asked her where is the sign stating no pics . She said we don't have one .. your suppose to ask ... Sarah and store mgr agreed.. can't make up their mind if you can or cannot take pics ..so I just want to know from corp office and I wasn't taking pics of art just bed and lamp.. RUDE AND NOT PROFESSIONAL. ...,98,7/14/2015 21:40,FALSE,0.052055034
_FfPlSwd-9mlCszYFTzBhg,AuoFUJxzgMDoAJSr_wofMg,_1PTNxS1jGJIoEK8mkoryg,5,0,0,0,"I always feel silly writing a review for a national company, but the reason I do is that this location stands out in the crowd. 
I needed glassware for Thanksgiving dinner. I went to a different dollartree and quickly left because everything was disorganized, the employees seemed miserable, and it was generally uncomfortable. After that location, I went to this one (the location I am reviewing now) and it was a COMPLETELY different experience. The staff was in a good mood and all clearly got along well. When I walked in I was welcomed and when I got the aisle I needed everything was beautiful, organized, and easy to find. An employee even came over to let me know that she had already left some boxes at the front for me knowing I would need to transport all the glassware home. 

In the end it all seems to simple. Basic customer service, and a clean user friendly product, but for me this goes a long way. When I left I was thanked for my business.

I wish I knew everyone's name that was there (Saturday, November 17th around 4:00pm), but thank you to everyone that helped!",196,11/21/2018 22:42,FALSE,0.04788241
_GS7lYDjXPLPbkzCXPnEXw,BRuXahC_fc-97SSgiwrWYw,_C62VL3O6OwRbJhEcv0f3g,5,0,0,0,"This place just makes you happy when you're there. The energy and love put into the business is palpable. Juniper has a grounded, sophisticated, and fun vibe.

I had a nail appointment with Leah, and she did not disappoint. She was incredibly easy to hold a conversation with. It can take a couple weeks to get on the books, but it's worth the wait. I have never been so in love with a manicure before.",75,5/1/2018 5:08,FALSE,0.082817583
_Hamv5rCoeVW-aoyc82uCw,WL1f0dn2UwYxa3c1eQD0YQ,_FJjh7stbxPP7Tz7HzyznQ,1,1,0,0,What happened to Penny's of the past?? This place is now an absolute dump! My wife and I went into JCP about a week ago looking for blouses for her; you would have thought a tornado hit this place.  This place is as bad as Kmart or even worst. I don't know what their strategy is but it's not working.  I think if they keep this up the writing is going to be on the wall for an already struggling JCP. Will go to Kohls instead. Good luck JCP.,89,12/13/2017 16:15,FALSE,0.04825269
_i4RTrlLmEoloH4sH_UyZA,OHS9w17ejao_P4m89Y63hQ,_a1ywocs7KuGGfpY5DUlXA,3,1,0,0,"Went here for dinner with some friends. Average place. They have a decent amount of outdoor seating but it's kind of in a wind tunnel so beware of flying napkins. I ordered the shepherds pie. As a carrot hater I feel obligated to point out that they put carrots in the dish despite carrots not being listed in the description on the menu. The shepherds pie is also deconstructed. The peas are separate from the mashed potatoes and meat. There's also a side of beans. It was a bit pricey for what I got. Overall, a pretty average place to get a drink and a bite to eat.",108,7/24/2018 3:07,TRUE,0.038788439
_JgepljqGMm1K0NJR6MwAw,zwiYjOeWqWkKvZLHDmSdkg,_eAFKYKnCJwn33lEBakmnw,3,0,0,0,"Shrimp fingers were too crisp and a bit bitter. Tomato penne tastes ashy and overcooked as well. Great 5-fruit soda and service. I would come back for the drinks, but food? Meh...",32,7/27/2015 19:12,FALSE,0.057499966
_K-AV0Lk3z5zmxX8AfyrUA,_2fAVW74GKia44EDaFiwQA,_adbswq_0E8MoJ9eoVf6vw,1,0,0,0,"Where to begin. Upon check-in I had to use the restroom, only to be greeted by a toilet that was bolded 4 inches from the wall in the toilet paper dispenser that rub my leg. At about 7:30 PM the entire DirecTV system went down in the motel. upon inquiring of the desk clerk as to why the TV was down he advised me that there was an area wide outage. Having nothing better to do since the TV was down I called DirecTV's business account system and was advised that there was no outages in the Pittsburgh area. at 8 AM I again inquired as to when the TV would be back and I again was advised that it was DirecTV's problem although the problem seemed internal to the hotel . At any rate I give this joint thumbs down and I will not stay there again",148,4/27/2014 15:17,FALSE,0.025407015
_mJZoO7cxHgDJlLZmBhW-A,WxU-urbUcZO5q5LlEoOnuA,_cQCpp4Q7XZ1cZGxly08OQ,5,1,1,2,Boris is the best shoe professional in town!  I am an executive and I wear suits everyday and he takes care of all my shoes. I would highly recommend him!,30,8/23/2012 23:55,FALSE,0.075705753
_N8yf33poD2hBOtU4q-TZA,kXP_7O5oR-49GTaiqPrVEg,_5p2MuUnX7aYIh0c1WHg1w,4,0,0,0,Only had the breakfast from this establishment. The moms and pops specials are the way to go. For the price you can't go wrong.,24,6/1/2015 22:09,FALSE,0.037392942
_oVTfBxFwOkNw4ZQ-RJ-Nw,uMIUdTLNL5Y-ZGDd2ZLmCA,_9s_4aTTUPLU-hpnj2cjCQ,4,2,2,2,"First visit to Dirtbelly... and i really liked it. I've been trying to find an excuse to go visit the one located in the CORE for a while... but with the lack of free parking... wasn't worth it.

Having said that, the food at Dirtbelly looks so fresh, and clean. I should've taken a picture of the salad ingredients, but there was just so many choices! The salads are $3.5 a scoop with the option of adding seared ahi tuna or grilled chicken. I opted to get 4 scoops of salad... I don't remember what was in them... but I loved the one with the beets and also the butternut squash one! Both were super filling, and not overly oily. 

I also got their Mango Kaffir Lime Tealada. It tasted like... a limeade, no mango flavor; which I didn't mind.. and it did make me smile like their description said :) Albeit... I was very scared I would end up eating their paper straw... Note to self: Paper straws are not made for straw biters. 

I'm looking forward to trying out their cold pressed juices in the near future.

Definitely one of my favorite spots to hit up at Market Mall from here on out.",205,3/11/2016 19:46,TRUE,0.15115186
_pg9Un2C5YZg0_buJv_dmQ,R5r52e3EnFDStcztaN_eFg,_2sW-m_rQgBhBlVRYQRIzw,4,2,0,1,"As a business traveler I enjoy nothing more than consistency so a majority of my hotel stays are at Marriott Courtyard properties. This Marriott property is one of the better ones. One ding to my 3 night stay was that the in room AC unit was noisy.

On to the plusses: 
* Very friendly and competent staff. I had a large box delivered and at check in the staff member immediately recognized my name and said there's a package waiting for you. Not a big deal you think? Well at another hotel the staff temporarily misplaced my FedEx box with about $7K of computer gear.
* Clean comfortable rooms, decent WiFi, and a very comfortable bed
* Coffee available before the Starbucks opens for early risers. I don't do room coffee.
* Starbucks..very friendly staff and if you order breakfast they will deliver it you as you sit outside enjoying the cool AM. Also surrounding the pool area there are comfortable chairs and shady sitting areas to enjoy your morning coffee. 
* The large, clean, fully equipped fitness center was a big plus. If only the other Courtyards had the same setup....
* Location! 10 minute drive to my client and a short walk to the Old Town restaurants.

I will definitely be returning to this property on my next visit.",221,4/18/2014 13:59,TRUE,0.088135199
_pwTC0S26VnlOhlqgrdt5Q,n1Ca-qZ7MPxRa440Oh8DxA,_auFMd9BPAMTgHVYILNyZg,5,0,0,0,Great customer service from everyone at All N Tattoo. Their staff made feel welcomed as soon as I walked through the doors and my man Keagun gave me this beautiful piece in remembrance of my grandmother. Thank you again and make sure you go check out All n Tattoo.,49,11/24/2019 0:46,FALSE,0.073004139
_Qgvi9m9ScLFxF4iNYR6xA,gBsOcUGqd8R-H2BfGT9_yA,_1pJGqX6zwElaiaKGjvQ4A,5,0,0,0,"The best BBQ chicken I have came across in Toronto.  The fries are cooked in coconut oil.  This was a nice healthy substitute. 
I came in to order a lunch and ended up taking home dinner as well!! 
The gentleman that served me name Easton, was Nothing but first class.  I will be back (no if, and's or but's)
Thank you for the superb Meal!!!!",65,5/25/2017 17:07,FALSE,1
_QlJM5xYfjUKCI54b6NYtg,Sf1XAuaLfKdxoD8mFozpPw,_BgnYJV0mhn42Ux4naA0vA,4,0,0,0,"Delicious BBQ in a fast casual atmosphere. Johnny Rogers is a great addition to the up and coming Concord food scene and is worthy of a stop to fill up on yummy eats.

This is a small business with a very friendly feel to it. You order your food at the counter and they bring it out to you. Seating is limited but they also do take out. The menu is large and includes everything including burgers, hotdogs, and salads. I personally went with a classic pulled pork sandwich which came with a side (sweet potato fries for me). The sandwich was super juicy and the slaw they topped it with added a nice crunch to the savory meat. The fries were crispy and were super good in the special white sauce they served. I really liked how you were able to add your own sauce to your BBQ and they had a good selection to include eastern style and more sweet flavors. I'd highly recommend this joint for everyone in the Concord/Charlotte area!",174,4/23/2019 1:47,FALSE,0.095722617
_sAX5w3GG-4rpEWCZD55KQ,mZEcNqux4RZbhUminsn7hg,_3IE9guLHvAr-kJpH4Zd7Q,4,0,0,0,"Excellent burgers, onion rings, and bottled root beer!  Owners are extremely service oriented and helpful for first time patrons.  Will be back when I'm in town again.",27,1/9/2018 22:39,FALSE,0.059995123
_SPn1PXrDJL7bgtGnNUs_w,JgKO1d7XiG1iqBNw3t0ptA,_9LZl0rVu89UOt5a6_J4wQ,3,0,0,0,"First, I have to admit I have not been to the Jimmy Johns in Goodyear yet... but I will soon. But it's a chain, and I've been to several and have not found any disparity. If you like subs, you'll probably like JJ's. The bread is what makes their sandwiches so good, IMO. They also don't scrimp on the meat, you don't end up with a pile of lettuce as the main ingredient. For me it's hit or miss on some of the menu items, but I always know I can get a good sandwich for a decent price, and FAST service, at Jimmy Johns.",105,12/9/2014 23:09,FALSE,0.134513967
_swu6FvN-BlG_TV1mC8OOA,7RyZDc681AZ0RucH2mkD9w,_EjdwRr_Y5BLtz6BjjhFHQ,3,0,0,0,Went to this location for lunch was about 3:30 in the afternoon when I got there. The place was next to empty only a couple tables had people at them. Waited to be seated as there was no body on the floor.. also noticed quite a few tables had dirty dishes still on them not yet cleared off. Waited a fair amount of time for the appetizer to arrive the food came out pretty much right as I was finishing the appetizer. The food wasn't too bad. The ribs were hot the potato could have been hotter as it didn't even know the butter. Had to wait for drink refills in fact had a different waitress asked if I would like a refill as she noticed the empty glasse sitting on the table. After I was done asked for the bill and had to wait for that.. I think I agree with a few of the other reviews that the wait times are a little bit long and the staff is a little bit slow and what they do. I am not sure if I will come back to this location I was just craving all you can eat ribs and it's the only place I know of that does it so that's why I went there.,217,6/7/2018 15:12,TRUE,0.092427882
_u4kvluhPrPmh5vlNDKj1g,neB2-zoSA5XoewHHOGNDhA,_faNGF9a6X9Us1k-9XFsfQ,5,2,0,0,"Sign me up to visit all cities with local ice cream shops!! Definitely some of my favorite places to visit. The best part of these stores is the support of local farms. This is how the better business bureau should spend their time...focusing on small businesses like these!
The American Dream is the idea of freedom that includes opportunity and success. It's about the hard working society of American people, coming together in economic prosperity (Thanks in part to a summarization of Wikipedia). I feel like families have a real opportunity to bond when they visit places like Country Maid. It brings that homey feel back to life. The old country store that Cracker Barrel took to a whole new level of franchise. Country Maid takes it down several notches to bring locals together. You can share some delicious sundaes with your family, friends, teammates, roommates, etc. Especially around summer time, it's a perfect place to stop. 
I enjoyed a large sundae with three different ice cream flavors. Cookies and Cream (with a chocolate ice cream base), traditional chocolate and penuchi fudge. Be sure to ask about penuchi fudge and you really have to try it to understand it's unique flavor. The gentleman that helped me described it as a caramel/maple flavored chocolate ice cream. He hit that on the nose, I think. However, I heard his colleagues describe it differently and other guests agree to those points. So, I suggest you see for yourself. 
I was very glad to find Country Maid and if I lived anywhere near Akron, it would be a regular spot for me.",268,5/31/2018 1:44,TRUE,0.109286634
_uQHevl4RIL8svDqdT7eZQ,8k2DdBuHmXlefG6-FQ3jGg,_C62VL3O6OwRbJhEcv0f3g,5,0,0,0,"THE BEST for all the services! On a recent visit I treated myself to many services: mani/pedi, eyelash extensions, facial + dermaplaning and a massage + acupuncture session. The new location is cozy and modern. The staff is kind & talented! I look forward to my next visit!!",48,5/17/2019 17:14,FALSE,0.056478915
_uRmK2sqfhO8Dtd1y0M4mQ,e3c6w6sM8sJ_g0IlF6CSog,_3zAG1TnRQrvD4RpGJ6Vrg,5,5,0,5,"So nice!! Great place to pass the time in a safe, clean, and comfortable environment. Thankful to have had this USO for a twelve-hour layover. Lockers available. A bunch of snacks, food, & coffee available. Cozy couches, recliners, TVs, board games, computer access with your CAT card, and even a children's play area. Can grab a snack, take a nap, watch a movie, or get some work done. 
Very well taken care of and every single volunteer I  interacted with was kind. Open daily from 6am-10pm",86,1/4/2018 1:44,TRUE,0.07439546
_wzTfYZSL8Gbh7DrL2T6eA,_SFeLhMJxtQyUBwGwcpBTA,_1A9VRVsHjdrjh2vKU9wuw,3,1,0,0,"Nice, clean, joint. attentive staff. Good variety on the menu. Food was on par with what you'd find at a Denny's. But hey, it's 24hr so not a bad option for a 4am burger mish.",35,8/11/2016 3:29,FALSE,0.056812999
_Y6SE8OY7HdF98eCKXVvJA,mj22XHVEWOe-mRh7GFuD9Q,_eAFKYKnCJwn33lEBakmnw,4,1,1,1,"I'm kind of bias towards this Kelsey's because I know the people that work here and also because the boyfriend used to work here.  None the less, this is one of the best Kelsey's I've ever been to, as I've had horrible experiences with other Kelsey's locations.  I've come here numerous times and most recently I came here to watch the Raptors Home Opener.  I started with their drink special of the day, which was their Beer-ita, which is a ""the best of both worlds"", blended Tequila margarita topped with an upside down icy cold Corona.  Always good to have daily drink specials at a restaurant.  We ordered our traditional Spinach Dip (which might I add, that I am addicted to!) and I like to be a bit different and order my pita chips half baked and half deep fried, just to give it some variety.  Obviously, the deep fried tastes better but when you eat baked pita chips you feel healthier.. Definitely recommend this appetizer.  We also ordered the Calamari which usually comes with a seafood sauce but we also asked for Sweet Chili Thai sauce on the side.  Their Calamari is mediocre to me, nothing special.  To name a couple of other dishes I've had here, we've had the Buffalo Chicken Potato Skins (which I thought were pretty good, the boyfriend wasn't that much of a fan), Wonton Nachos (which aren't as good as their original tortilla chips), their wings (which I definitely recommend with whatever sauce you desire), Messy Fish Sandwich (one of my favourites and always a go-to), the ""HOLY BLANK"" 7 Layer Burger (which the boyfriend demolished and loved), Sizzling Fatijas (good to share and smells and tastes oh-so-delicious!), and Brew- Battered Fish and Chips (nothing special).  The customer service at this particular location is fantastic, and we always request for Matt, who has been there for quite a long time but he loves what he does and he's good at what he does too!   I guess you can call me a regular Kelsey's guest and we'll keep it that way.",346,10/31/2014 19:17,TRUE,0.087413676
_y-U0pkQPLMQ2sW-6OCWCg,G-UKUpKwdc6UnyTYEEdZkg,_Dr65MLXgVu5hOqSI6pcFg,5,0,0,0,"I'm not a picky eater by any means and I look for quality for my dollar. I have been to Shawarma palace many times now and highly recommend it. Both platters and wraps are great. Staff is very friendly and I have watched them interact with individuals who have never eaten shawarma before and helped them navigate the different flavours to ensure their experience is great. The atmosphere is friendly, clean, and welcoming. The food is great and lots of food for your dollar- tons of delicious meat in both wraps and platters.",93,9/8/2017 22:24,FALSE,0.10937934
_ZUcFNM_zqiYgme6zt70tg,vBXU9hLHuSkqHOXRC4847g,_9kpamfhbsG5NVNpP-ED3w,1,0,0,0,"First and last time here. Made an appointment for 3 pedicures because when you make an appointment that means they should be able to do all 3 at the same time.  My sister was done and then they started my mom. I wont be able to get one because we have plans and wont have enough time. Rushed through, poor time management",62,5/18/2019 21:57,FALSE,0.061505238
0_Oof_J_l6j7_d_xQg69QQ,JG1GQq5GFJB-Ef3R0Nzc6g,_FALYkjieEE8IZGHslUcNA,5,0,0,0,"I have eaten many times at delicious Thai. That I had to learn how to make curries myself to my own spice ness level. I don't agree with Mike A.  I eat curry four to five times a day for a few years now for lunch or dinner alternating between different pastes, and I'm lean. I think coconut milk and Thai food In general is very healthy. I'd eat everyday at delicious Thai if I could afford it. I really loved all the dishes I tried.",86,8/11/2014 2:46,FALSE,0.11073887
00krIUptSEwfqOOik4pMCA,Zk7drfLbIpFg65MuZGdVRw,_E2WYUikUfqq7JHvGYh9bQ,5,0,0,0,"Thank you to Karen who helped me with my notary filing notice. There was almost no wait and I was in and out quickly. They charge a small credit card fee so if you want to avoid it, bring cash. The security was very helpful in helping me find out where to go.",53,7/31/2019 20:53,FALSE,0.044461978
-00mJWnt3X5jotC7SmKpMA,JuM1_YjAMYWP8G_IEByNZg,_2sW-m_rQgBhBlVRYQRIzw,4,0,0,0,"This is our second stay and I'm sorry to say but service did go  down somewhat .
First issue we encountered off the bat was we didn't get two single beds as asked per my conversation with Oscar but a king room. 

Issue was my daughter was skated to have surgery the next day and I was sick so I don't appreciate having to share a bed and possibly getting her sick after asking a different layout.

Ok-- roll over . Next day they move us to a two bed layout and a PUR room but hey no air purifier . The Marriott PUR rooms pride themselves as  fitted with purifiers  but I guess not the one we had! Supervisor made a note but never got one
Next- I saw plenty of guests welcomed with bottled water . I have high status on Marriott but I got to still walk in the pouring rain after check in  to the local Walgreens to buy bottled water .The manager I spoke to said they give out bottled water randomly  

Now for the good news: food at the bistro is still pretty good and get they even offer free activities in the evenings like yoga and wine tasting .",206,2/20/2019 1:11,FALSE,0.062566415
