review_id,user_id,business_id,stars,useful,funny,cool,text,date,elite,average
TP-yDMEb-uuOnHUki54yyw,QuiY_98v8Stqd3ue8in8mA,__3qOwWFBUE8mdOToI7YrQ,1.0,1,0,0,All of the reviews are correct. This place is a total scam. Extremely dishonest pricing. They tried to scam my friends. Stay away!,2017-11-12 05:18:15,False,0.05828691759889479
K2jiT2aI4z7SzsSfACfCPw,MI5oYg8kwPcqS2VYhKKbRA,__3qOwWFBUE8mdOToI7YrQ,1.0,2,0,0,If I could've given it a zero star rating I would've! Very dishonest with their pricing.  Was told the T-shirts are $20 each and if you put a graphic on it would be additional $10. We bought three shirts crappy quality and cost $184. Then when asked about the charges they gave us the runaround save your money do not go there terrible business!,2017-10-26 01:12:36,False,0.09575050788033111
0gGKAIKKmXGLC00g17deLw,iJiLJKEzkcvPzxSKO_gKrQ,__3qOwWFBUE8mdOToI7YrQ,1.0,3,1,0,"Booooooo! 40$ for a shirt. Its not even tagless. Its super cheap and the print faded out on the bottom. My husband swiped his card thinking it was $20 but saw the receipt 20 min later and it was $40. I went back to complain. The lady said it is because they own the rights to the brand. YEAH RIGHT! Anyway I guess that's the gamble, we were in Vegas.",2017-10-19 21:31:42,False,0.07546747009784319
knZu5YyPQ1ma9EKV2CdRkQ,CwLqa7Gusm59IjsB7lAc8Q,__3qOwWFBUE8mdOToI7YrQ,1.0,4,0,0,"Complete and total SCAM! They tell you it'll be $20 per shirt and even throw in a free shirt, then have a hidden unspoken fee of $25 to print on EACH shirt! I was scammed for over $100 for cheap shirts that the decals are peeling off of less than a day later. Do NOT waste your time or money!",2017-08-09 02:34:19,False,0.11239901238500226
9v5ee2YxeiU9oL0Ga-NvhQ,YAeDVPiM4m5VBdDsZmKssA,__3qOwWFBUE8mdOToI7YrQ,1.0,4,0,0,"This is absolutely hands down the WORST business I've ever been to. Service was horrible, the woman behind the counter stuck my credit card in the machine before I could say no to the price that she charged of $82 FOR A PAIR OF COTTON GYM SHORTS WITH 5 LETTERS ON THEM. Scummy people with horrible customer service practices. Do not go here, learn from our mistake. Buy your custom clothes online for better quality and a quarter of the price. I guarantee you that no one returns to this place, unless they're addicted to giving their money away for crap work.",2017-07-24 20:51:19,False,0.08797698154656775
QAfyhkVSMyQ7pN0dcwX4EQ,KgwTnMkZYIOcvCJX6i47pQ,__3qOwWFBUE8mdOToI7YrQ,1.0,4,0,0,"SCAM! This place is an absolute scam. Do not come here to buy anything. They'll quote you $20 then it'll total to a crazy and excessive amount. My boyfriend and I came in to get shorts with custom print. We had five letters. When we asked for the price they claimed they couldn't tell us. When it was finally time to pay they took the card first then told us how much it was. $82 for shorts! The most expensive clothing item I've purchased in a long time. The girl claimed she was giving us a ""great discount."" Compared to what others have said, I guess $82 is a ""great"" price. Save your money-- this place sucks!",2017-07-24 20:49:39,False,0.11443845686025499
-dXSjyCQ2sSr__ppWzce4g,06vReaPTkaJ-3uVpiOStxQ,__3qOwWFBUE8mdOToI7YrQ,1.0,5,2,0,"Very dishonest pricing practices. When I asked how much two of the exact shirts on display would be, I was told $20 each. However, once they were made, they said the total was $90?!! When I questioned them about it, they said the shirts are $20, and the graphics on them are another $25; hence, $45 each!! Wow. To not be upfront about the real price, and only talk about upcharges after they are made is just plain unethical. Save your money, and your sanity...look elsewhere first! At the bare minimum, consider yourself warned about their additional charges that are not advertised upfront, and know you'll be paying a ridiculous price.",2017-07-17 06:18:49,False,0.1478999677972449
PDUoQkjnF4WlgcJ8zaGegg,yuKTZDihLJfcktlGvDDKdQ,__3qOwWFBUE8mdOToI7YrQ,1.0,4,0,0,"1 word, RIPOFF! Was passing in front and the young guy working there says he can do a custom t-shirt for $20. I've been looking for an Elvis shirt without any luck and thought why not. He said he could put any picture of Elvis to come in and they'll show me. He has a pc connected to a tv and starts google image searching Elvis pics. He asks me which one and I choose one and he says that they can also add wording to the bottom of the pic, so I had them add ""Viva Las Vegas"". They do a fast job, it's ready in 5 min. I stupidly give them my credit card expecting the total to be $20 plus tax but then the lady behind the counter says the total is $80. I immediately get upset an tell her that the guy told me it would be $20, she says that they start at $20 and depending on the picture and wording it goes up. She points to a small black & white barely legible 'price sheet' all the way in the corner of the counter (honestly you wouldn't notice it unless it's pointed out). I tell her that I refuse to pay $80 for a t-shirt, then she asks me what I want to pay. I tell her that $20 is what I want to pay and she argues that they did lettering and a large picture and if I can pay $35 at least. I just want to get out of there so I agree and it comes out to $37.50 with tax I guess. 
This place is your typical bait and switch dishonest business. Also later I come to find out that what they're doing by just googling images of images that are trademarked and not permitted to be used by them, they are commiting intellectual property infringement. Can't wait till someone goes after them and shuts this place down. STAY AWAY!",2017-06-20 13:32:19,False,0.07670244172892327
dE9BeLSeJ1NLUePUXjVBhg,bBa76fzlPKCEJGf01rI5Fw,__3qOwWFBUE8mdOToI7YrQ,1.0,3,1,0,Save your money for somewhere else. My husband and I went in there and got shirts but they charged us over $100.00 for 2 shirts. Are you kidding me?? We walked in and they said we could customize anything we want so we did. My husband was furious that we did not ask how much it was going to be. We found another place that is nearby and they have basically the same stuff but better quality and much cheaper. Don't waste your time or money here. The only thing positive I can say is that they are friendly.,2017-06-09 19:06:16,False,0.07163766056427275
L4be4buRwWolG3jQQ4kP5g,Uqe97PzejrqTfm4cH-HeAg,__3qOwWFBUE8mdOToI7YrQ,4.0,4,1,3,"A bit pricey- to bring down cost bring own shirts. $30 is steep for a Tshirt w nothing special about it. Yes you can have your logo and etc but I think prices are made on the fly not one sign w pricing or anything. Young guys having fun and joking a lot. 
They did a good job on shirt and were quick. When in a pinch I would go again they pressed out a shirt in minutes so I didn't mind the cost vs bulk ordering and having deliver to my door",2017-05-16 05:42:08,True,1
review_id,user_id,business_id,stars,useful,funny,cool,text,date,elite,average
EN3HMbiU4H3FmG7HuXa-JA,l9b37cir7nJKiP1Tii3XUA,_6KeQG5LVVLFvvXkoLZITQ,5.0,0,0,0,"I bought a dress for prom but was a bit loose at the waist and waaay to long for a short girl like me, luckily I found this tailor and she did wonderful alterations!! She also made sure that it fit just fine! Not going to lie I did have some doubts before coming in but I was completely wrong! Will be coming again in the future :))))",2019-05-17 00:24:27,False,0.058721294442645004
_3LJnLP6cjtCLhpJCEVEMA,5W8_DQm6SEoWIDgISVdCwA,_6KeQG5LVVLFvvXkoLZITQ,5.0,3,0,0,Flor is THE BEST! I have come in to get three of my dresses (2 bridesmaid dresses and 1 maxi dress) hemmed/altered. She is so sweet and great at what she does. Her pricing is very reasonable and she is very honest. Her turnaround time is great too! All of my dresses have turned out perfect and I could not be happier! Such amazing service and I would highly recommend her!,2019-04-26 23:45:47,False,0.10172421039622538
2JGwBdOiSNbWsBtEULi4Pg,mHr6DzAYma2zqogA47tYwQ,_6KeQG5LVVLFvvXkoLZITQ,5.0,4,0,0,"Flor is an absolutely fantastic alterations lady!  Her work is impeccable.  She has taken dresses I brought to her and made them look like a custom made garment specifically designed for me.  Her attention to deal, her great ideas and her many years of experience will keep me going back to her for all my alterations needs.  She is fair in her pricing, honest and meets her time commitments.  I highly recommend her!",2018-12-12 19:58:37,False,0.10159848304210152
ByLCGQUO6uxKm1QRk2lomA,X5mzSttqVaEeaMXDPqG1xg,_6KeQG5LVVLFvvXkoLZITQ,5.0,0,0,0,"She does beautiful work and it is clear she knows what she is doing.  My sequined gown, pants etc have also been altered beautifully.  She will also manage her schedule if she can to accommodate your needs.  She is now my go to for alterations.",2018-11-16 00:17:33,False,0.054535870865715735
u3oFUZ4iHy44_k5Rvjr5KA,qY8QxHMKWOrToQeL3YObUA,_6KeQG5LVVLFvvXkoLZITQ,5.0,0,0,0,"I was the maid-of-honor in my best friend's wedding. Two weeks before the wedding my dress arrived but it was too big. It's strapless and I would have been pulling it up the whole night if didn't have it altered. I was so SO happy when I went to pick up my dress from Flor because she altered it to fit LIKE A GLOVE!!!! It was perfect! I had a great night and felt so confident with the way my dressed fit. She really has an eye for altering things just right, I guess that's the difference you get when someone has so MANY years of experience like she does.  She's a pleasant person to work with and the price is very reasonable. I saw one bad review on here and it sounds to me like it was due to a misunderstanding. If you need something altered Flor is the best. I'll definitely refer my friends/family to her. Thank you!",2018-11-13 04:20:50,False,0.09845870489380626
49PGYAJq7zR_3mVoNpCPGQ,rRFNZ5UNRKHJ8MuU8avPdg,_6KeQG5LVVLFvvXkoLZITQ,1.0,0,1,0,"Trying to find someone who can MAKE (NOT ALTER) three simple items by two weeks. 
I sew and have been working on them on my own but am running out of time, so need some help. These are garments that I will wear for our 10 year vow renewal ceremony so it's very important to me.
I am wanting SIMPLE:
tank
pants
batwing top
NO pockets, NO zippers, NO collars... 
VERY SIMPLE. 
I need them by 12 Nov.
I wasted two whole days making and waiting for an appt with Flor, who, I come to discover AT MY APPOINTMENT, only does alterations. WHY she took my appointment is a complete mystery to me. I am VERY frustrated and am even more stressed than I was before. When you only have TWO WEEKS for a project, losing TWO days is no small thing. VERY UPSET.",2018-10-31 00:56:41,False,0.06402609373134575
tNLM5mvoO2tBgEYyMJhL8g,mCyRUchXP42WRYEgjbc5cw,_6KeQG5LVVLFvvXkoLZITQ,5.0,2,0,0,"Flor is the best!!! I've had countless items hemmed, altered, mended, etc. Her work is excellent and her prices are very fair.  I've recommended her to lots of friends.  She's such a great resource. If I could give her 10 stars I would!!!",2018-10-08 00:47:04,True,0.06400559735419309
QABvwBLelzajlrmRBRf-tA,zkdEED98wQbfD0TG5_wntg,_6KeQG5LVVLFvvXkoLZITQ,5.0,1,0,0,"Wonderful wonderful wonderful. I had her fix 3 pair of my husband's work jeans. She had to put in a patch to reattach the belt loop, all 3 were so impeccably done you would never even know there was a patch put on. Seamless , quick, very well priced. I will be back!",2018-09-29 05:35:51,False,0.03442071968743905
MgpkZDiLYe8oBcGni54C0Q,cZcYNwQ-GeOxSYBW1OTbUQ,_6KeQG5LVVLFvvXkoLZITQ,5.0,0,0,0,"Awesome experience, my dress fits perfect. They were professional, quick, and It was cost efficient! Highly recommend!",2018-09-06 18:19:24,False,0.08692537339225752
