review_id,user_id,business_id,stars,date,text,useful,funny,cool,elite,chronological_index,word_count,average
TQVFKzUKuBi0W6sgvkezFA,lTkEumHBvQGsvzkLK2IvyA,_adbswq_0E8MoJ9eoVf6vw,4,2017-06-26 17:56:41,"We had a perfectly lovely time last night at this hotel. The staff was friendly, especially the gentleman with the glasses who runs the bar/restaurant area. When we searched for this hotel we were looking for someplace not lower end roach motel-ish, but not something super pricey like the Hilton. We wanted something budget friendly that didn't break the bank, but came with a few perks. 

This place fit the bill and we left perfectly happy. It was clean. Our bed was comfortable and filled with fluffy pillows and soft blankets. We had a two person whirlpool in the bedroom, and although the water pressure was shockingly weak and took forever to fill, it was soooooo relaxing and enjoyable once we hopped in. The little sliding door off of our room gave us a lovely breeze in the morning. 

We would absolutely come back to this hotel and recommend it to others. Very nice.",1,0,1,False,37,154,0.06459603385765499
dmWG53AuV4fuCqnbscPysg,4FdaL_nsmLfhAT-YfUvPAw,_adbswq_0E8MoJ9eoVf6vw,2,2017-04-19 12:12:49,"Very dirty. I would not rate this place as a 2.5star hotel as they do on many booking sites. Carpets are dirty, toilets are ""renovated"" so it can be called that. If you get this place for $45 a night. Itching to complain about. But if you paid more you would expect better.",0,0,0,False,36,53,0.04265776450572622
IudyaKSomq_VE7U9vDTF6A,AHRrG3T1gJpHvtpZ-K0G_g,_adbswq_0E8MoJ9eoVf6vw,2,2017-03-26 02:03:12,"Oh, bummer, you mean the reviews were right? I'll blame this booking on my mom. How sweet of me, right? I'll start off by saying this place could use a facelift. It felt very 1991 and the dressers, entryway, and old tiles in the showers would agree. We travel quite a bit so checking beds for bed bugs is standard with each place we stay in- unfortunately, this bed was chock full of loose hairs (no bugs) but too many hairs for my taste. 

The main reason we purchased a room at this location was the large pool which is great for kids. Note that the bad lighting in the evening makes the space feel really gross. Some lighting improvements would go along way. Good news is the natural lighting is great in the morning hours and the pool temperature was spot on. Breakfast is complimentary in the restaurant area and offers cereal, yogurt, oatmeal, fruit, pastries and a waffle making machine. One more note: the check in process was very slow and felt a little sloppy. 

With some TLC this could be a great location.",9,3,1,True,35,186,0.06946107440954744
TsuYJniqHhNOJWkRE9v2cQ,qijRf72X0a-Do3EBu2EeKw,_adbswq_0E8MoJ9eoVf6vw,2,2016-11-16 23:56:05,"Staying here for a week for a class that a coworker and I are taking together. I'll start with the good things: Free breakfast (even though the choices were the same every day and they have some type of Greek yogurt cream cheese, wtf is that?!?!)  and restaurant on site with ok food. Staff is generally nice and rooms are decent. Nice pool and hot tub that is never crowded.
Now the bad stuff.... No elevators and a ton of stairs. Confusing floor plan and the halls are freezing! The door keys deactivate with no help. How many times should I have to go to the front desk?? On day 3 we wake up at 6:30am to a letter under the door stating that we need to change rooms. We are told that we have to move asap because they are moving faster than expected on renovations and they are coming to our wing next. So at 8am we move everything and rush to our 9am class. We get back at 6pm and everything is wrong. This new room sucks. They move is again to the first floor. The lock on the patio door is broken! Still 3 more days left so there may be another review to follow..... Wish us luck",0,0,0,False,34,212,0.07276881281524061
r6qIW5KRnBTbAjpvMnlTjA,td6-RYpAqCjH6HtMmo2iDw,_adbswq_0E8MoJ9eoVf6vw,1,2016-10-11 18:02:46,"The hotel claims to be newly renovated. Our room had dirt, mold and obvious water damage on the ceiling. The halls had wallpaper coming down and filthy carpets. Don't let the Pittsburgh location fool you. It took us 20-25 minutes to get to the city. You'd get more bang for your buck staying in Monroeville.",0,0,0,False,33,55,0.04523601344609831
1KEsDxq2c7pPFPMp2sO19A,xyc8FKsHwQZ2IgzEwTT7VQ,_adbswq_0E8MoJ9eoVf6vw,3,2016-06-08 00:34:52,"For the price it is okay. The room was very clean. It appears recently remodeled. My room was not ready at check in time. That was very frustrating. The walls a paper thin and you can hear every word said in the next room. There are many steps to get to where you are going. The pool was warm. The hot tub was warmer but not ""hot"" like I'm used to. The on site restaurant is very nice and prices are reasonable. The front desk workers seemed miserable as the day went on.",0,0,0,False,32,93,0.07417212614954091
Gi-_6H3RDvfmUx8pwRwCQA,2Geb1mSKJePeKJbylngqcg,_adbswq_0E8MoJ9eoVf6vw,4,2016-04-26 11:07:20,"A friend booked this hotel for our bowling group.  He usually books economy hotels, so I wasn't expecting much.  I was pleasantly surprised.  We had a reasonable price, they have an indoor pool, bar w/ restaurant and free breakfast daily, which includes cold cereal, scrambled eggs, sausage, make your own waffles, yogurt, fruit and drinks
Our room was nice.. the bathroom was a little small, but manageable.  Water pressure, temperature and bathroom amenities were all excellent.  In-Wall AC/Heating unit worked well and ran quietly.  You also get local TV w/ HBO and a coffee maker.  Our room also had a safe and mini-fridge.  Free WiFi acceptable with multiple locations to access throughout the hotel.
You can tell this place gets used heavily, but it's clean inside and out and the staff was very friendly and courteous.  
The challenges:  Difficult to find.  The entrance is a little confusing for the Rodi Rd. address - you actually enter on Maple Lane at the traffic light and go up the hill .  Follow the well placed Comfort Inn signs that lead the way.
Once there and checked in, they usually give you a map showing the layout of the hotel.  It will help you find your room, the layout can be a little confusing but once you get your bearings, you should be fine.
NOTE...  there is no elevator.  If a few steps are a problem, let them know when booking the room.  
Challenges aside, if you're a little budget-minded, this is an excellent alternative to staying downtown.  With light traffic, you're a 15 minute drive to everything the City of Pittsburgh has to offer and even a shorter drive to Monroeville. 
I would definitely stay here again.",0,0,0,False,31,285,0.09697530010817723
RQTQ6pMl5LxsXLmaMrx0RQ,dRxf6l0atp3jeoAUSICeUw,_adbswq_0E8MoJ9eoVf6vw,4,2015-12-06 17:21:38,"The map told us we were there, but we noticed the signs that told us to go up the road a little bit. 

When we checked in, the front desk greeted us with a smile and was very friendly. The room was spacious and very clean. Our first night was peaceful and relaxing. Our second night the hotel was packed and reeked of weed and alcohol. Overall nice place.",0,0,0,False,30,69,0.06555039123301164
lGbGxSdLRC4Z-X-IF9DfLA,Jqvp_aBF9Qv5gFfeOut-aQ,_adbswq_0E8MoJ9eoVf6vw,1,2015-11-15 14:12:43,"All the staff hates their jobs. They were constantly complaining the entire time we were here. Steps trough the hotel are floating and they are very scary! They shake and I was sure I was going to fall through! On the up side it does have a pool & semi warm (hot tub) that has a dirt ring all the way around from lack of cleaning. Pool room is warm and open late, but there is a dead bird on the roof which you can semi see through the disgusting sky lights. They decided to put us across the hall from the youth basketball team so they kept us up late slamming doors all night constantly. As far as the room, the bed was big and comfy and clean! The bathroom is so tiny you can barely close the door while in there. The tub is falling apart. The spicket is falling out of the wall and there is no water pressure at all. Wouldn't go back here if payed! Bar did serve good bar food got to give it to them for that!",0,0,0,False,29,184,0.05510908079999434
johmlhuGSIW7IWBLa_Gc1g,GPM2djogDJ4vo5wgTBdZlg,_adbswq_0E8MoJ9eoVf6vw,3,2015-02-21 14:21:59,"The hotel is conveniently located just off the highway, the staff are friendly. I signed a no smoking waiver however my room smelled of cigarette smoke the front desk changed our room immediately. The restaurant was great the food and service were great!! The huge downfall was a tractor trailer parked outside my window all night waking me up each time it turned on.",0,0,0,False,28,64,0.06535717715965488
U1LXjEadFsOC6JKk9ubypw,lGlHgziZLi5sFmWrLHgXTw,_adbswq_0E8MoJ9eoVf6vw,3,2014-12-09 11:25:02,Well appointed inexpensive hotel. The rooms have been upgraded and are visually pleasing. Overall the hotel still has a manic staircase conveyance. Kinda like real life snakes and ladders. The in site restaurant is passable. But got the price this is a very good hotel.,0,0,0,False,27,45,0.0482852379237565
WBIVnTNRQefXQDF2w_0tzQ,HbUjD6IHyBdkQRxblqMHEQ,_adbswq_0E8MoJ9eoVf6vw,4,2014-10-16 02:03:26,"Just off the 376, but far enough to have a reasonable noise level. If u ask for a room facing away from the freeway u don't hear it. It's a steep curvy drive up hill from the freeway, but it's Pittsburgh after all. Breakfast was fine, the restaurant is fine too at reasonable prices and serves alcohol (it's Pittsburgh and it's not trivial). The room was ok, the bath is a bit old, but everything is quite clean. Enough sockets for my gadgets and a reasonable desk. The stuff was friendly enough. The main drawback is the terrible internet - it's like the WiFi hotels used to have in the pre iPhone era, I mean it was practically useless ! For the Internet I take one star, but maybe I should take two.",0,0,0,False,26,133,0.06278074494459483
4bpGM1W73RhNVzuJWfRCGg,5WWrQ-FSb4Mjy0tIh6MiDw,_adbswq_0E8MoJ9eoVf6vw,3,2014-10-10 20:48:48,"Room door to outside broken lock and screen broken. Bed saggy and old.  Safe broken. Air conditioner sounded like a jet engine. Assistant manager Mike moved us to a junior suite.  Lifesaver.
Breakfast room clean and very generous in selection-complimentary. Very nice lady
refilling and restocking food.
Entrance to Inn not lighted and hard to find in the night.  
Pool great if mold wasn't on the underside.
The Inn is dated and needs spruced up.
Very nice staff.",0,0,0,False,25,78,0.06258642880302201
TKdygPB7PH6TykDSsfkNiw,RwDPFFYNWQqbkfsPo7Q1mg,_adbswq_0E8MoJ9eoVf6vw,2,2014-08-22 20:32:01,"Third time staying here for business this year (Jan'14/Jun'14/Aug'14). If you are looking for one hot & a cot at an affordable rate stay here.  

Be prepared to drive up a long windy switchback to reach the hotel.  Remember this drive if you plan on going out for dinner & drinks; you'll have to do it again in the dark.

Park by the main entrance and find out where your room is first before unloading your car.  The hotel is spread out with long hallways and no elevators.  

Rooms are clean and could benefit from a makeover.  The shower in Room 230 was disgusting.  Alerted front desk staff but they only offered an apology and told me they would notify maintenance.  Would have been nice if they took a few bucks off the rate.

My Two Word Takes:
Ok Value
Good Pillows
Hard Bed
Pleasant Staff
Disgusting Shower (Room 230)
SLOW WiFi
Hilly Parking
Loud Airconditioner
Crowded Breakfast",0,0,0,True,24,158,0.09028515867204213
HCpWV5uG8gJivLCL3JhiAQ,ORDnd5OZKDLNJ0Jr8cVPBw,_adbswq_0E8MoJ9eoVf6vw,1,2014-07-07 19:51:48,"This about sums it up.... dirty, dusty, dank and musty... This was a reasonably priced hotel, but I think I'd skip it in favor of other options that are more convenient to town, and / or much less noisy.

Room: Just okay. We had a ""2 queen"" room on the 3rd floor, away from the lobby. There is NO elevator in this hotel, and the parking lot is VERY hilly - this made getting our luggage from the car to the room pretty treacherous. The room itself was just okay in size, and the walls paper thin... add to that a room door that was ""shaved"" way too high at the bottom (probably to accommodate plusher carpet at one time, but now just leaves an inch-wide gap), and don't plan on sleeping much. We heard the drunkards rolling in at 2 am, the early birds going to breakfast, kids running down the hall, cleaning carts rolling, you get the idea... if you're a light sleeper, avoid. Cleanliness was merely O-K.

Amenities: This is a ""no-frills"" place. In the room, you'll get a blow dryer, a television, and some soap. Some other notes:

1 - There is a ""free breakfast"", but the menu items don't change, and it's made with the minimum effort. I'd sooner have gone to a local diner - we forced the food down because it was there and convenient - not because it was edible. 

2 - The pool is an oddity, with a deep end that goes to 10 feet (who does that anymore, and why?!?!?) Also, depending on where you are in the hotel, expect to have to take a plane, a train, and an automobile to get to the pool... we had to walk down 2 VERY long hallways, go down 3 staircases, and walk down another long hallway just to get to it... is this the Comfort Inn exercise program? 

3 - Expect the outside entry doors to not take your card... it's a fact, and the hotel staff will tell you outright the key entries are old and don't work. If you go outside, plan to have to bang on the door to beg some other sap to let you in, or to have to go through the lobby.

4 - Parking is LIMITED... if you arrive any time past 5:00 pm ET (or come back from a day out), plan to have a really tough time finding a spot to park.

Sleep: Borderline poor. Note the details in the ""room"" section - I'm a light sleeper, and the noise was tough on me at points through the night.

Hotel Staff: Non-existent. The staff manning the desk was okay, not overly nice, not rude. They handed me our keys, and that was that. We never saw nor heard from them again.

Value: Poor, considering the location and the run-down state of the hotel. It was clean enough, yes, but bare bones, not up to modern standards by a long shot. Their rooms don't measure up to nearby competition... They either need to significantly lower their prices,or drastically improve the quality of the hotel and its rooms.",2,0,0,False,23,524,0.1164113106240921
HeVD1y8xpGTC946SDuXEcA,tu5-vwaCp9rcDpHJGvWLZQ,_adbswq_0E8MoJ9eoVf6vw,2,2014-07-07 04:42:10,"Stayed here for a couple nights - the actual accomodations are not very good - the rooms/hallways have a chemically smell, and the place itself has lots of areas blocked off with random furniture.

The room we stayed in (non-smoking) smelled heavily of cleaning chemicals and smoke. Also the walls are pretty thin so you can hear other occupants outside, and road noise.

The good part is that the employees are very nice, and helpful - they moved us to another room which had no smoke smell, but still had the chemical smells.

Overall, would not stay again.",1,0,0,False,22,98,0.04776503181293598
YFsAQDZDTwogNUZC-tdJNw,d4QvflwV3CQWYds_kPKBDQ,_adbswq_0E8MoJ9eoVf6vw,4,2014-05-13 02:17:46,"It's not as good as it gets but I am more then a fan. I would come back here anytime I make it to this area. Great room for the price. Wifi had some slight issues. Mainly because the place was so big and each time you moved to another place in the hotel you would be at another hot spot. (room, pool, dinning area, ext) 

They were remodeling in places. The hotel was out of date but not like some others I have been to. So with that I would expect it to be even nicer the next time I visit. It seemed the main lobby area was being updated but I didn't see work, just noticed the molding was missing and some new wall paper was put up in places. One main hall and all it's rooms were closed.  All other halls were open. 

 I have been to nicer hotels but this one was very large and would room large parties of people and you could even have the party or wedding at the hotel. They had a full breakfast despite what the fact that the photos only show cereal. And a breakfast room with a view. High above the Hwy.  

I had a non smoking pet friendly room that had sliding glass doors so I could take the dog straight out of the room and walk her. They beds where like sleeping in the clouds. I am not a fan of a hard bed. They did forget the conditioner in the shower. 

The heated pool was very large and inviting. I got a chance to have it all to myself. Sometimes even the indoor pools cold. Who needs to order delivery when they have a full menu in the bar/breakfast room with 15% off your bill if your a guest staying at the hotel. 

Like any hotel, keep the do not disturb on the door or they will come a knocking add day to clean the room.",1,0,0,False,21,330,0.12986644702277456
_K-AV0Lk3z5zmxX8AfyrUA,_2fAVW74GKia44EDaFiwQA,_adbswq_0E8MoJ9eoVf6vw,1,2014-04-27 15:17:47,"Where to begin. Upon check-in I had to use the restroom, only to be greeted by a toilet that was bolded 4 inches from the wall in the toilet paper dispenser that rub my leg. At about 7:30 PM the entire DirecTV system went down in the motel. upon inquiring of the desk clerk as to why the TV was down he advised me that there was an area wide outage. Having nothing better to do since the TV was down I called DirecTV's business account system and was advised that there was no outages in the Pittsburgh area. at 8 AM I again inquired as to when the TV would be back and I again was advised that it was DirecTV's problem although the problem seemed internal to the hotel . At any rate I give this joint thumbs down and I will not stay there again",0,0,0,False,20,148,0.02540701501428412
xBeUePJtPtnauC4X2m2JFQ,3BGtMr2Qjus5eIOFZt9NDA,_adbswq_0E8MoJ9eoVf6vw,2,2014-03-02 23:42:42,"This hotel has the weirdest, multiple switchback entrance. To add even more confusion, the entry was being remodeled so we had to take a long-walking detour to check in and out.

This whole hotel is very shabby and crumbling around the edges. Our room had a comfy bed. The eggs at breakfast were...powdered, and the coffee was terrible. Folgers? Ick.

Next time I return to Pittsburgh, I will stay closer to downtown and spend a little more.",0,0,0,False,19,77,0.0546286523899113
K8I8wHHwKoHs8T57ZEaMsA,_bgfhUjxEFc09-TiplMg2A,_adbswq_0E8MoJ9eoVf6vw,1,2013-10-26 16:31:36,"Doesn't make any sense for the money. Looks like a motel 6 and costs about $40 more. I was there on 10/25/2013 was overall very disappointed. People are friendly and the room looked clean...but again, nothing that justifies a $85+tax. You can def find better places for your money.",0,0,0,False,18,49,0.04691885625893175
g_icr-YIgZ8u7q4dV5eduA,-8H64Sa2kO0SE4VJh2bULw,_adbswq_0E8MoJ9eoVf6vw,2,2013-10-22 16:24:53,"Needs help,  exterior doors don't open wit your card,  mentioned to the front desk and she said ""oh yeah its been acting up for several weeks""  clearly maintenence isn't a high priority.",0,0,0,False,17,32,0.023754228399765348
8c_U1XrkmKPyJlLLXG2ZQg,JkKsxwVmGG2nLLmqyW7kfw,_adbswq_0E8MoJ9eoVf6vw,4,2013-10-07 18:07:04,"Never had a problem while staying here. Great, clean rooms, friendly staff, HUGE and FREE breakfast buffet in the morn that includes everything you could possibly ask for. The furnishings are nice, not cheap looking like most places. They are fully equipped for any event or occasion you could possibly think of. I recommend this place to anyone traveling in the area who want to get the best bang for the buck. No other hotel I've stayed at around here is as nice. Great amenities and a place to step out in every room if you want a quick smoke or breath of air. Staff is also always friendly and a pleasure to deal with. The inside bar/lounge/restaurant is decently priced and have good morning as well as night atmosphere. Highly recommend this Comfort Inn!!",1,0,0,False,16,135,0.08804520355355085
-Jh-frY9r8D1ZovYlKugIA,wz5c2i0KuOmmF1VMWo-O7w,_adbswq_0E8MoJ9eoVf6vw,3,2013-09-09 12:55:07,"Nationally, Comfort Inn franchises range from very nice to extremely funky. This one is  somewhere in the middle - shabby, disorganized and worn. The staff was pleasant, but not exceptional.

On the positive side, it was reasonably inexpensive. And it offered the usual CI breakfast options. On the downside, there was no maintenance person available when the toilet plugged - which meant moving to a new room.

The biggest shock was the lack of security. Although some of the outside doors require a card key for access, others are simply unlocked - anyone could walk in and go down the halls.

I visited Pittsburgh for one night and, not knowing anything about the layout of the city, booked this hotel. It seems to be more or less in the middle of nowhere, with few nearby choices for restaurants or other amenities needed by a traveler. (Although check out Udipi, an incredible Indian restaurant about 10 minutes way). Don't stay here if you intend to enjoy downtown Pittsburgh.",0,0,0,False,15,167,0.06474038919317787
CNACgfTRjVBBKTXntLkwUg,AWCY8laHjH0-3HMT0LGpUA,_adbswq_0E8MoJ9eoVf6vw,3,2013-09-05 08:40:19,"This is a pretty decent hotel for the amount you pay. The room was spacey and well conditioned. There is free wifi and a fridge in our room. Also, complimentary breakfast with waffles, eggs, sausage, and many more. We were on a road trip and this hotel has parking.",0,0,0,True,14,49,0.09432284371121913
rISnNUjCJdZk7ccaGBep8g,J0YKOM2fPLHUX3nToiVBlw,_adbswq_0E8MoJ9eoVf6vw,4,2013-08-12 20:04:27,"Friendly staff, basic rooms and free breakfast.  The layout is rather funky, I think the architect may have been Mr. Mobius.  My room was clean and quiet.  It is a bit isolated, and you need a car to get there or go anywhere from there.
I would stay there again.",0,0,0,False,13,50,0.07529260062806965
B12aVq1XsynV0wLLRiVqzA,Z2i19gkhb9bs_rruURB3BQ,_adbswq_0E8MoJ9eoVf6vw,2,2013-08-05 06:03:29,"We arrived at the hotel and checked in, then went to park. Well, there was a party going on and the parking spaces near the hotel were all full, so we had a long walk from the car to the building. The building is large and sprawling, not easy to navigate at all. Our stay began with a mouse running across the hall. A few seconds later we arrived at our room, and the card key did not work. This meant another long walk back to the lobby where I was told that the key was made for the wrong room. Once inside, the room itself was spacious, but the bathroom was a very tight squeeze. 

After bopping around, we returned to our room and decided to order up some dessert from room service, where we were promptly told rather rudely that they do not deliver an order of just dessert (the front desk personnel differed in their opinion on this at checkout). Speaking of checkout, there were problems with the computers-one of them could not print. About the only bright spot was that the breakfast food was a bit better than most free breakfast buffets I have experienced. 

It is not likely that we will stay there again, despite the fact that I am originally from the area and visit several times per year.",0,0,0,False,12,225,0.09017202239624052
572-qOI5Br0yAVyO9NwzDQ,NKAV968GL2zXIcBOjYkd8A,_adbswq_0E8MoJ9eoVf6vw,1,2013-03-27 01:12:35,"We just checked in a few hours ago and it was gross. Not only did we find pubic hair in the dresser and fridge there was also an apple core on the floor, jelly on the alarm clock and a yellow fluid stain on top of the air conditioner. Then on top of that there are stains of sorts all over the walls. The pool was loud and needed to be remodeled . Plus it was filthy. And then on top of that there is a door that is not locked or monitored by any staff so anybody could walk through that door. The staff is super nice but it does not make up for the poor condition of the hotel itself.  It's so bad we are looking to check out tomorrow morning for a different place.",2,0,0,False,11,137,0.057100616950477454
uQN7ARZAd72JDTYU1nKp6g,EBYeOt3Nq-8xXdNIQFmAXA,_adbswq_0E8MoJ9eoVf6vw,4,2012-02-01 18:32:13,Nice middle of road hotel.. with a bar and restaurant..  The room was clean and beds comfortable.  Service was very good.  At the bar the shots were puny but the beer was cold.  The bartender had absolutely no personality.  Don't even think I saw a smile.  not much more to say... Drink up and stumble to room...,0,0,0,False,10,57,0.0801871998965135
bLHtQNrCNRKBZcRsdtUvbQ,UtkjXTiMfGRz4R1zDF3Kxg,_adbswq_0E8MoJ9eoVf6vw,3,2012-01-18 19:11:30,"I believe that in the ago, this hotel was once owned by a chain headed up by Leona Helmsley.  It's been a Comfort Inn for quite awhile now.  I've never stayed at this hotel but my husband and I attended a function here.  The banquet room is about the same as you'd find anywhere.  The room was pleasantly decorated, the service was good, and the food was adequate.  

Not overly spectacular, but worth considering if you ever do need such facilities.",1,0,0,False,9,81,0.05317534558193077
-G_G8Yl-AwtbPTVBKdHrNA,FO61_9zGYa25aTLTxR-_wQ,_adbswq_0E8MoJ9eoVf6vw,3,2011-09-28 19:22:10,"I would say this hotel is average.  It is by no means a luxury resort, but it has a bed a tv, a bathroom and fridge.  This is all I need, since I usually am only there to sleep.

It could probably use some updating, but it is super convenient to the Parkway East (376) and if you go up Rodi Rd, there is a Dunkin Donuts close by. 

Finding the access road off of Rodi was a bit challenging in the dark, but I made it.  It may look like a dead end, but just follow it up the hill and you'll be fine.",0,0,0,False,8,105,0.06057894369034012
Wd-EleEelt0Ns4ux_DRrLQ,W8GuO82YNOXmtuI77Sq8DA,_adbswq_0E8MoJ9eoVf6vw,3,2011-09-15 23:53:41,"As others note, isolated at top of a long winding uphill road.  Very convenient to 376, right off the exit.

Room was large, with a king bed and a comfy chair.   Room and bathroom were clean and in reasonably good shape, with one scruffy torn spot on the rug. 

Inexpensive and perfectly acceptable.  I would stay there again.

Breakfast looked terrible - I had planned on eating there, but took a quick look and went elsewhere.  Nothing appealing about it.",0,0,0,False,7,80,0.07266502380529767
