business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
_YbzxBhz0L7tV-f8KGiNDA,Allegheny Ice Cream,7331 Butler St,Pittsburgh,PA,15206,40.4880474,-79.9200024,4,18,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'""}","Food, Ice Cream & Frozen Yogurt","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-20:0'}"
002ISUJGzG_5ejVrIqsPFA,Salon Atmosphere,3000 W Liberty Ave,Pittsburgh,PA,15216,40.3931719,-80.036984,4.5,17,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False'}","Hair Stylists, Beauty & Spas, Spray Tanning, Tanning, Hair Salons, Waxing, Hair Removal, Nail Salons, Hair Extensions, Eyelash Service, Day Spas","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '11:0-16:0', 'Saturday': '9:0-16:0'}"
08tyANPXsgIyylzcesVidA,Complete Home Services,,Pittsburgh,PA,15222,40.4475255,-79.9933976,1.5,20,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Pressure Washers, Home Services, Gutter Services, Window Washing","{'Monday': '9:0-15:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0'}"
098G16F8OQHVzsFoe6sRHw,Macy's,301 S Hills Vlg,Pittsburgh,PA,15241,40.572702,-79.800951,2.5,11,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True'}","Home Decor, Fashion, Shopping, Women's Clothing, Department Stores, Home & Garden, Mattresses, Furniture Stores, Men's Clothing","{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:59', 'Wednesday': '8:0-23:59', 'Thursday': '8:0-23:59', 'Friday': '9:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}"
09pf_DnQV5Y5y2reoIPXlw,Primanti Bros,5491 Penn Ave,Pittsburgh,PA,15206,40.4643083,-79.9326184,3.5,50,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'very_loud'"", 'HappyHour': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'Smoking': ""u'outdoor'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WiFi': ""'free'""}","American (New), Restaurants, Sandwiches, Sports Bars, Bars, Nightlife","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
0cpanzyAZa0qGPsiXSV-Nw,KiKi Beauty Bar,1120 Perry Hwy,Pittsburgh,PA,15237,40.5468136,-80.035905,5,26,1,"{'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Skin Care, Tanning, Eyelash Service, Hair Removal, Spray Tanning, Day Spas, Sugaring, Waxing","{'Monday': '0:0-0:0', 'Tuesday': '9:0-14:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-18:0'}"
0FSH-6mRF7DKjeI98snxrA,Noodles & Company,301 S Hills Village,Pittsburgh,PA,15241,40.3430722,-80.0551927,3.5,25,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'GoodForKids': 'True'}","Comfort Food, Asian Fusion, Do-It-Yourself Food, Restaurants, Italian, Noodles, Pasta Shops, Food, Specialty Food, Salad","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '18:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}"
0It4d0eFPJ5UnQqe6g2Z3w,China Buffet King,2249 Noblestown Rd,Pittsburgh,PA,15205,40.4284987,-80.0524882,2.5,45,1,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False'}","Buffets, Chinese, Restaurants",None
0iWPGjWRBrLasX55aJRdOg,Bea Taco Town,110 Smithfield St,Pittsburgh,PA,15222,40.4374166,-80.0001443,4,32,1,"{'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'False'}","Restaurants, Latin American, Mexican","{'Monday': '11:0-16:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-16:0'}"
-0K4W5p3wbQe_vDoB5jMgQ,Panda Supermarket,5846 Forbes Ave,Pittsburgh,PA,15217,40.4377177079,-79.9219133136,4,16,1,"{'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Food, International Grocery, Cosmetics & Beauty Supply, Beauty & Spas, Grocery, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-19:0'}"
0pi1DQ3N8gC6jhdHfDWEMA,MR Bulgogi,,Pittsburgh,PA,15206,40.4720642,-79.9136731,4.5,21,1,"{'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'HasTV': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': 'None', 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'RestaurantsPriceRange2': '2'}","Food Trucks, Korean, Asian Fusion, Street Vendors, Food, Restaurants, Barbeque","{'Friday': '17:15-21:15', 'Saturday': '12:30-21:15'}"
0PJQ-WR-S286xH6m2RWeQw,Starbucks,1400 East Carson Street,Pittsburgh,PA,15203,40.4286404,-79.9840259,3.5,32,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Food, Restaurants, Coffee & Tea","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:30-20:0', 'Sunday': '5:0-21:0'}"
0PtNw7RgF4JFcPyP-LqZ_Q,Joe & Pie - Edgewood,1621 S Braddock Ave,Pittsburgh,PA,15218,40.4268938,-79.8878163,3.5,46,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': 'None', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2'}","Restaurants, Pizza, Breakfast & Brunch, American (New), Cafeteria, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '15:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-23:0'}"
0Q0v-eDzWtaySg7cbVi0yg,Eadie's Market and Catering,"500 Grant St, Ste 1, 1 BNY Mellon Center",Pittsburgh,PA,15219,40.4396569,-79.9958004,3.5,26,1,"{'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'none'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Caterers, Event Planning & Services, Sandwiches, Food, Bakeries, Soup, Restaurants, Cafes, Comfort Food","{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0'}"
0Q7-i7KHlzBoejEKbW5DUQ,Mayfly Market and Deli,1327 Arch St,Pittsburgh,PA,15212,40.45724,-80.00958,4.5,18,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Grocery, Food, Restaurants, Public Markets, Delis, Shopping","{'Monday': '8:0-16:0', 'Tuesday': '8:0-20:0', 'Wednesday': '10:0-17:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-17:0'}"
0RhEds8SRYme4TbWZLuUxQ,Thriftique,125 51st St,Pittsburgh,PA,15201,40.47981,-79.956773,3.5,22,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True'}","Thrift Stores, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-18:0'}"
0t2yPpsbObqxB8PRyLRUhg,PRO BIKE+RUN,3100 Robinson Ln,Pittsburgh,PA,15205,40.4520746,-80.1649545,4,17,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Local Services, Bike Repair/Maintenance, Shoe Stores, Fashion, Sporting Goods, Shopping, Bikes","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}"
0wJVogOnBxNLBBfFN0K92A,Baierl Subaru,9545 Perry Hwy,Pittsburgh,PA,15237,40.5790977478,-80.038269043,3,41,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Car Dealers, Automotive, Auto Loan Providers, Auto Parts & Supplies, Auto Repair","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
1dHCtT1rb9Q1jcmYTg8OSw,Supper on Penn,1211 Penn Ave,Pittsburgh,PA,15222,40.446092,-79.9922071,4.5,22,1,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False'}","American (New), Restaurants, Gluten-Free, Breakfast & Brunch, Vegan, Desserts, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-15:0'}"
1eJ7yIzSAjwC145fnHD5Xw,Starbucks,1050 Park Manor Blvd,Pittsburgh,PA,15205,40.452605,-80.1644546561,2.5,32,1,"{'OutdoorSeating': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Restaurants, Cafes, Coffee & Tea, Food","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:30', 'Saturday': '5:0-22:30', 'Sunday': '5:0-21:0'}"
